"V1","individual_id","population","q_1","lb_q_1","ub_q_1","q_2","lb_q_2","ub_q_2","q_3","lb_q_3","ub_q_3","q_4","lb_q_4","ub_q_4","q_5","lb_q_5","ub_q_5","q_6","lb_q_6","ub_q_6","q_7","lb_q_7","ub_q_7","Q_1_1","lb_Q_1_1","ub_Q_1_1","Q_2_1","lb_Q_2_1","ub_Q_2_1","Q_2_2","lb_Q_2_2","ub_Q_2_2","Q_3_1","lb_Q_3_1","ub_Q_3_1","Q_3_2","lb_Q_3_2","ub_Q_3_2","Q_3_3","lb_Q_3_3","ub_Q_3_3","Q_4_1","lb_Q_4_1","ub_Q_4_1","Q_4_2","lb_Q_4_2","ub_Q_4_2","Q_4_3","lb_Q_4_3","ub_Q_4_3","Q_4_4","lb_Q_4_4","ub_Q_4_4","Q_5_1","lb_Q_5_1","ub_Q_5_1","Q_5_2","lb_Q_5_2","ub_Q_5_2","Q_5_3","lb_Q_5_3","ub_Q_5_3","Q_5_4","lb_Q_5_4","ub_Q_5_4","Q_5_5","lb_Q_5_5","ub_Q_5_5","Q_6_1","lb_Q_6_1","ub_Q_6_1","Q_6_2","lb_Q_6_2","ub_Q_6_2","Q_6_3","lb_Q_6_3","ub_Q_6_3","Q_6_4","lb_Q_6_4","ub_Q_6_4","Q_6_5","lb_Q_6_5","ub_Q_6_5","Q_6_6","lb_Q_6_6","ub_Q_6_6","Q_7_1","lb_Q_7_1","ub_Q_7_1","Q_7_2","lb_Q_7_2","ub_Q_7_2","Q_7_3","lb_Q_7_3","ub_Q_7_3","Q_7_4","lb_Q_7_4","ub_Q_7_4","Q_7_5","lb_Q_7_5","ub_Q_7_5","Q_7_6","lb_Q_7_6","ub_Q_7_6","Q_7_7","lb_Q_7_7","ub_Q_7_7"
"PH_AS_8.sorted.bam","8","AS",0.002267,0,0.01418,0.01109,0,0.047753,0.0672,0.039406,0.095963,0.442227,0.377958,0.493239,0.364907,0.307182,0.4097,0.005583,0,0.024468,0.106727,0.044974,0.202571,0.000543,0,0.006912,0.00099,0,0.012469,0.004084,0,0.036521,0.000653,0,0.007931,0.009511,0,0.073794,0.011622,0,0.046785,0.000409,0,0.004887,0.000783,0,0.008588,0.041507,0,0.139856,0.19402,0.104732,0.282709,0.000378,0,0.005106,0.001908,0,0.02485,0.057936,0,0.159176,0.452592,0.280543,0.601838,0.003067,0,0.032939,0.000664,0,0.008323,0.000319,0,0.003924,0.001082,0,0.012858,0.000279,0,0.003099,0.000451,0,0.005891,0.003933,0,0.023513,0.000352,0,0.003568,0.000499,0,0.006025,0.000468,0,0.005975,0.000843,0,0.009429,0.210414,0.08734,0.403521,0.000505,0,0.006734,0.000186,0,0.001752
"PH_AS_9.sorted.bam","9","AS",0.001135,0,0.007716,0.00899,0,0.046456,0.071169,0.040648,0.100053,0.3993,0.331481,0.446054,0.39195,0.346321,0.434799,0.002654,0,0.013884,0.124802,0.060791,0.217963,0.000187,0,0.002415,0.000371,0,0.004633,0.006827,0,0.044929,0.000297,0,0.003496,0.000383,0,0.004595,0.003798,0,0.030932,0.000482,0,0.004839,0.001203,0,0.015047,0.024758,0,0.13714,0.178341,0.113819,0.270256,0.000274,0,0.003242,0.001065,0,0.013867,0.107802,0,0.191091,0.4142,0.261421,0.547353,0.006596,0,0.051091,0.000224,0,0.002599,0.000977,0,0.012807,0.000971,0,0.012847,0.000488,0,0.005651,0.001213,0,0.015608,0.000219,0,0.00284,0.000248,0,0.002665,0.000329,0,0.004266,0.000531,0,0.006455,0.000787,0,0.008726,0.246154,0.116573,0.430827,0.000998,0,0.01239,0.000277,0,0.002949
"PH_BA_10.sorted.bam","10","BA",0.055013,0.000129,0.097231,0.110653,0.052883,0.21951,0.002303,0,0.01676,0.001124,0,0.007888,0.218934,0.141124,0.279591,0.393349,0.344126,0.446872,0.218624,0.138686,0.281296,0.000758,0,0.010929,0.000702,0,0.008354,0.000172,0,0.001911,0.000389,0,0.00417,0.000179,0,0.002098,9.4e-05,0,0.001151,0.000286,0,0.003201,0.000145,0,0.001632,0.000345,0,0.004552,0.000107,0,0.001156,0.000386,0,0.005012,0.000298,0,0.003128,0.000841,0,0.010119,0.000321,0,0.003876,0.000161,0,0.001798,0.105535,0,0.190546,0.219305,0.10108,0.437722,0.002479,0,0.030162,0.000717,0,0.009138,0.001736,0,0.02452,0.228008,0.132232,0.317351,0.001211,0,0.014656,0.000333,0,0.003311,0.000182,0,0.002178,0.000221,0,0.002685,0.433963,0.276679,0.555723,0.000909,0,0.011611,0.000215,0,0.002686
"PH_BA_1.sorted.bam","1","BA",0.084135,0.031598,0.139337,0.086488,0.000409,0.204568,0.004517,0,0.029297,0.001728,0,0.013163,0.238981,0.141488,0.323043,0.369679,0.316036,0.424329,0.214473,0.140484,0.296578,0.000333,0,0.003858,0.000427,0,0.004514,0.001241,0,0.015315,0.000445,0,0.005253,0.000251,0,0.002568,0.000361,0,0.004293,0.000487,0,0.00607,0.000346,0,0.004456,0.000331,0,0.004306,0.000225,0,0.002515,0.000289,0,0.003453,0.000317,0,0.003238,0.00249,0,0.029296,0.000301,0,0.003833,0.000191,0,0.002084,0.165699,0.059618,0.278513,0.168921,0,0.408981,0.004374,0,0.054106,0.001256,0,0.017646,0.099915,0,0.31984,0.123102,0,0.233569,0.000257,0,0.003011,0.000231,0,0.003174,0.000421,0,0.004362,0.000284,0,0.003062,0.37427,0.267053,0.457989,0.052987,0,0.277988,0.000248,0,0.002831
"PH_BA_2.sorted.bam","2","BA",0.05575,0.000217,0.104374,0.073192,0.000552,0.170206,0.004682,0,0.029824,0.003744,0,0.01874,0.232196,0.151511,0.308702,0.402125,0.350366,0.462071,0.228311,0.15091,0.296596,0.00203,0,0.027342,0.001634,0,0.022497,0.000492,0,0.005667,0.001428,0,0.017374,0.000712,0,0.009272,0.000402,0,0.005423,0.001254,0,0.01542,0.000799,0,0.009225,0.000777,0,0.009866,0.000516,0,0.00708,0.000921,0,0.009054,0.000321,0,0.002746,0.000796,0,0.011425,0.000792,0,0.010059,0.000244,0,0.002822,0.100453,0,0.204662,0.140669,0,0.335718,0.00418,0,0.055575,0.002218,0,0.027426,0.011705,0,0.10973,0.271418,0.184257,0.373916,0.00175,0,0.027504,0.001266,0,0.01728,0.000667,0,0.008393,0.000616,0,0.007653,0.449369,0.297995,0.585887,0.002189,0,0.031637,0.000383,0,0.004938
"PH_BA_3.sorted.bam","3","BA",0.070335,0.031845,0.110858,0.090013,0.032893,0.182244,0.003081,0,0.021479,0.001653,0,0.010285,0.236554,0.158114,0.299378,0.369659,0.317008,0.423241,0.228704,0.163396,0.280582,0.000198,0,0.002507,0.000409,0,0.005196,0.000418,0,0.004774,0.000396,0,0.004505,0.000494,0,0.006077,0.000171,0,0.001957,0.000279,0,0.003785,0.000276,0,0.002796,0.00052,0,0.007085,0.000348,0,0.004427,0.000278,0,0.003184,0.000283,0,0.003446,0.002722,0,0.032896,0.000344,0,0.004382,2e-04,0,0.002418,0.138616,0.06183,0.219685,0.177342,0.063186,0.362124,0.00149,0,0.020985,0.000674,0,0.009,0.017223,0,0.10365,0.200142,0.115273,0.276681,0.000295,0,0.00335,0.000387,0,0.004491,0.000198,0,0.002636,0.000517,0,0.006575,0.45186,0.297134,0.559864,0.00369,0,0.045812,0.00023,0,0.002934
"PH_BA_4.sorted.bam","4","BA",0.092613,0.04719,0.138149,0.103088,0.050274,0.191386,0.002789,0,0.020866,0.001657,0,0.010559,0.216033,0.140875,0.2747,0.367777,0.312078,0.424346,0.216044,0.136621,0.276968,0.000239,0,0.002979,0.001083,0,0.013504,0.000433,0,0.004338,0.000727,0,0.008797,0.000369,0,0.004315,0.000124,0,0.00136,0.000538,0,0.006981,0.000308,0,0.00379,0.000271,0,0.002985,0.000177,0,0.001812,0.000897,0,0.010792,0.000464,0,0.005738,0.000616,0,0.007852,0.000485,0,0.003869,0.000187,0,0.002219,0.181208,0.091294,0.273222,0.201469,0.092469,0.380356,0.003123,0,0.037845,0.00109,0,0.012841,0.004902,0,0.059217,0.169321,0.082478,0.244036,0.000295,0,0.003502,0.001616,0,0.021277,0.000224,0,0.002618,0.000268,0,0.003145,0.424328,0.269897,0.535449,0.00512,0,0.065264,0.000119,0,0.001479
"PH_BA_5.sorted.bam","5","BA",0.058567,0.002608,0.105173,0.062634,0.004838,0.150525,0.002109,0,0.016221,0.001148,0,0.007377,0.247673,0.141228,0.313909,0.43798,0.385654,0.492146,0.189889,0.138475,0.249952,0.001193,0,0.014438,0.000839,0,0.008916,0.005802,0,0.041017,0.000636,0,0.007973,0.000696,0,0.009234,0.000273,0,0.003656,0.00042,0,0.005247,0.000353,0,0.004345,0.000201,0,0.002312,0.000171,0,0.001853,0.00106,0,0.015051,0.001008,0,0.013575,0.000776,0,0.007952,0.000292,0,0.003598,0.000342,0,0.004414,0.109429,0,0.205838,0.109936,0,0.28753,0.001127,0,0.014428,0.000464,0,0.006241,0.124537,0,0.2354,0.260967,0.169375,0.345779,0.002364,0,0.028594,0.000832,0,0.01154,0.000237,0,0.002537,0.000225,0,0.002824,0.36699,0.255527,0.469287,0.008534,0,0.096476,0.000298,0,0.002937
"PH_BA_7.sorted.bam","7","BA",0.081867,0.008036,0.131722,0.07402,0.02678,0.150944,0.007762,0,0.041255,0.000798,0,0.005077,0.248798,0.168972,0.306882,0.345217,0.297805,0.395579,0.241538,0.16884,0.295176,0.000329,0,0.004209,0.000325,0,0.003772,0.000253,0,0.003206,0.000421,0,0.004242,0.000968,0,0.012118,0.000134,0,0.001691,0.000195,0,0.002434,0.000189,0,0.002157,0.000102,0,0.001216,0.000132,0,0.001474,0.000314,0,0.003339,0.000194,0,0.00197,0.001986,0,0.022622,0.000252,0,0.003133,7.9e-05,0,0.000872,0.161283,2e-06,0.260635,0.145453,0.048127,0.300419,0.011471,0,0.080262,0.00041,0,0.004859,0.014655,0,0.100639,0.177895,0.016344,0.271272,0.000538,0,0.005707,0.000407,0,0.004912,0.000308,0,0.003939,0.000184,0,0.002448,0.480036,0.336088,0.583924,0.001373,0,0.020498,0.000115,0,0.001294
"PH_BA_9.sorted.bam","9","BA",0.078035,0.03626,0.118957,0.112969,0.067394,0.18409,0.001339,0,0.012587,0.056286,0.029791,0.084502,0.248464,0.161749,0.311255,0.292817,0.256762,0.341085,0.210089,0.16174,0.244779,9.8e-05,0,0.001135,0.000157,0,0.001767,8.3e-05,0,0.000996,0.000141,0,0.001752,0.000128,0,0.001588,6.2e-05,0,0.000733,0.000245,0,0.002549,0.000169,0,0.002132,9.2e-05,0,0.000872,7e-05,0,0.000817,0.000155,0,0.00173,0.000188,0,0.002069,0.000253,0,0.003458,0.000148,0,0.00169,6.5e-05,0,0.000801,0.154998,0.070892,0.23673,0.224955,0.13334,0.366594,0.001835,0,0.02465,0.111681,0.058195,0.167843,0.083573,0,0.188013,0.000784,0,0.009663,0.000179,0,0.001906,0.000173,0,0.001841,0.000106,0,0.00122,9.7e-05,0,0.001121,0.412481,0.315833,0.484469,0.007026,0,0.077462,5.8e-05,0,0.000698
"PH_BB_10.sorted.bam","10","BB",0.002298,0,0.014648,0.544068,0.477452,0.648071,0.001187,0,0.008387,0.002049,0,0.013734,0.22204,0.170784,0.259124,0.007566,0,0.03239,0.220793,0.170984,0.25408,0.000545,0,0.007134,7e-04,0,0.009515,0.538702,0.460536,0.6455,0.000258,0,0.003271,0.000313,0,0.003205,0.000111,0,0.001364,0.000387,0,0.004996,0.00028,0,0.003353,0.000187,0,0.002087,0.000306,0,0.00382,0.000547,0,0.007025,0.004257,0,0.057373,0.000637,0,0.008054,0.000806,0,0.009984,0.000501,0,0.006435,0.001128,0,0.015431,0.00361,0,0.037624,0.000579,0,0.00797,0.001427,0,0.017529,0.001869,0,0.027842,0.001632,0,0.021407,0.000485,0,0.005818,0.001572,0,0.021376,0.000176,0,0.001973,4e-04,0,0.005005,0.434962,0.337791,0.501455,0.003255,0,0.035467,0.000368,0,0.005044
"PH_BB_1.sorted.bam","1","BB",0.004339,0,0.021462,0.520147,0.458045,0.621257,0.001849,0,0.011029,0.003352,0,0.020465,0.229132,0.17922,0.262322,0.007013,0,0.028663,0.234169,0.183793,0.268775,0.000656,0,0.009316,0.001099,0,0.014264,0.512576,0.437831,0.615128,0.000642,0,0.008866,0.000692,0,0.008097,0.00019,0,0.002284,0.000666,0,0.00889,0.003418,0,0.037755,2e-04,0,0.00239,0.00038,0,0.004682,0.000709,0,0.010123,0.001478,0,0.018568,0.000406,0,0.005212,0.000446,0,0.004698,0.000257,0,0.003312,0.001254,0,0.01527,0.002467,0,0.032295,0.000863,0,0.010691,0.000745,0,0.009627,0.000239,0,0.00261,0.002721,0,0.024603,0.002995,0,0.029393,0.005988,0,0.059469,0.000514,0,0.006426,0.000469,0,0.005763,0.454473,0.354999,0.520321,0.003015,0,0.030653,0.000442,0,0.00631
"PH_BB_2.sorted.bam","2","BB",0.002096,0,0.013141,0.531823,0.469602,0.620221,0.001341,0,0.008861,0.004404,0,0.021081,0.229441,0.186094,0.261549,0.001984,0,0.01295,0.22891,0.186793,0.260814,0.000326,0,0.003973,0.00101,0,0.013457,0.526141,0.458084,0.618743,0.000244,0,0.003,0.000662,0,0.008165,0.000203,0,0.002514,0.000474,0,0.006119,0.003215,0,0.033626,0.000325,0,0.003922,0.000283,0,0.003584,0.000595,0,0.007501,0.00241,0,0.028223,0.000529,0,0.005572,0.002942,0,0.031699,0.000349,0,0.004117,0.000356,0,0.00484,0.000831,0,0.00955,0.000247,0,0.003208,0.000701,0,0.009266,0.000387,0,0.004571,0.000226,0,0.002276,0.00086,0,0.01027,0.003237,0,0.046826,0.000268,0,0.003304,0.000585,0,0.007465,0.451322,0.367941,0.513582,0.000992,0,0.013018,0.000279,0,0.003405
"PH_BB_3.sorted.bam","3","BB",0.00302,0,0.020522,0.406465,0.344327,0.517438,0.026001,0.00103,0.051189,0.00352,0,0.021319,0.302192,0.233961,0.347993,0.01022,0,0.045982,0.248582,0.208574,0.291027,0.000372,0,0.004605,0.001571,0,0.01816,0.341114,0.208522,0.514056,0.000541,0,0.006997,0.027968,0,0.097172,0.000271,0,0.002928,0.000745,0,0.010131,0.001278,0,0.01486,0.000885,0,0.012206,0.000182,0,0.001921,0.001408,0,0.020175,0.086704,0,0.235454,0.018317,0,0.085014,0.001796,0,0.023015,0.00078,0,0.009003,0.00053,0,0.007138,0.012275,0,0.08842,0.002392,0,0.033494,0.001344,0,0.016189,0.001903,0,0.024837,0.000717,0,0.009837,0.000501,0,0.005694,0.000908,0,0.01012,0.001356,0,0.01886,0.000628,0,0.008763,0.492697,0.409287,0.57801,0.000561,0,0.006303,0.000256,0,0.002438
"PH_BB_4.sorted.bam","4","BB",0.006552,0,0.034195,0.488023,0.42374,0.587409,0.001622,0,0.009529,0.001179,0,0.008533,0.250271,0.19184,0.290083,0.019847,1.4e-05,0.045588,0.232506,0.191817,0.265932,0.001055,0,0.012223,0.003626,0,0.04007,0.476155,0.39188,0.571741,0.000602,0,0.008237,0.000603,0,0.008292,0.000231,0,0.002839,0.000321,0,0.004267,0.000183,0,0.002165,0.000174,0,0.002138,0.00041,0,0.005731,0.003514,0,0.04045,0.008419,0,0.080576,0.000617,0,0.00803,0.000287,0,0.003179,0.002507,0,0.03334,0.002378,0,0.028519,0.010356,0,0.076745,0.000485,0,0.006567,0.000374,0,0.005071,0.022184,0,0.07876,0.00089,0,0.012166,0.000551,0,0.006124,0.000548,0,0.006858,0.000301,0,0.004144,0.000197,0,0.002417,0.460508,0.377827,0.528166,0.002138,0,0.029046,0.000384,0,0.004818
"PH_BB_5.sorted.bam","5","BB",0.002844,0,0.016941,0.564217,0.501917,0.663787,0.001439,0,0.009379,0.004448,0,0.022937,0.209327,0.163649,0.239539,0.002766,0,0.016158,0.214959,0.165825,0.25121,0.000872,0,0.011502,0.000651,0,0.00834,0.555406,0.480054,0.660392,0.000404,0,0.004476,0.000854,0,0.009705,0.000199,0,0.002471,0.001213,0,0.014517,0.003027,0,0.035052,0.000241,0,0.002988,0.000933,0,0.011063,0.000357,0,0.004117,0.000929,0,0.011858,0.000261,0,0.002979,0.001324,0,0.018181,0.000545,0,0.007722,0.000418,0,0.005268,0.001362,0,0.016992,0.000339,0,0.00439,0.000599,0,0.007937,6e-04,0,0.00733,0.000329,0,0.003729,0.000902,0,0.011498,0.010799,0,0.085577,0.000381,0,0.004841,0.000625,0,0.008159,0.414093,0.322627,0.473454,0.001555,0,0.018936,0.000782,0,0.010883
